"count","Freq"
1,0.043949618522456
2,0.343745816290107
3,0.293278367460074
4,0.114076625082672
5,0.0696390242763103
6,0.0504215101144989
7,0.0370796228870911
8,0.0207961645676802
9,0.0128220794156844
10,0.00790801129691345
11,0.00385858392083883
12,0.00144154129004605
13,0.000804567506619439
14,0.000150670697627943
15,2.77966713807538e-05
